sample_index,sample_id,label,class_code,origin_zh,source_cube,source_replicate,seed_id,constructed_batch,analysis_split,relative_csv_path,relative_mat_path,csv_path_sha256,mat_path_sha256,csv_size_bytes,mat_size_bytes,development_csv_sha256,mat_content_sha256
88,0-2/9,0,HBS,河北石家庄,0-2,2,9,3,development,0-2/9.csv,0-2/9.mat,ea58d84cf7ac6da3c4d8516945e702a0641f0f846da4da96b3d545f88ee46e40,269c8bb4187d50cc6899e731cf15ec38f41659ea20957106b980873a4c0f8c9e,12029,894042,bafc5dfb315fa1cd9cef80a33a0944711402f8902d0ff2e352e4a056ee46e371,not_read_in_development
89,0-2/10,0,HBS,河北石家庄,0-2,2,10,1,development,0-2/10.csv,0-2/10.mat,7283840c82f53c228fb1b447e22db56e4b3118d43340ebb5ce19f7f9db418be8,32cf85534d7a017e7bd979b3a3466f520d7597e5bcfcb52f569282ef97c777e1,12033,852051,db8cd9deeefa678c635cd9a9ca953f002e7d3488febc0e9a00639075344dc3b4,not_read_in_development
91,0-2/12,0,HBS,河北石家庄,0-2,2,12,5,development,0-2/12.csv,0-2/12.mat,91a711394ba3078d11ce11eac86e82f3b614b098212ba979f2121a328a185818,73b14aa4ea817d8e76836b01efdd6962a0aa9ed2289d526e177c492823373caf,12026,762326,203961b59ce0abf0b499f9f5401d274328939f2cae2d9d9496a06d97dff568bf,not_read_in_development
92,0-2/13,0,HBS,河北石家庄,0-2,2,13,5,development,0-2/13.csv,0-2/13.mat,cc0a51208629558be1dcb535d621e6e9dad1e0658549e15a41e15cbfe78a358e,a8d7cc75bd81b6cbbe55bb717a5a31806c20699f1502d46d03863d1ed0ccce4a,12048,962119,9a7f183689ae63b5d408ea2575456448abc915662f029e05a095ca99b9bf4ff4,not_read_in_development
93,0-2/14,0,HBS,河北石家庄,0-2,2,14,1,development,0-2/14.csv,0-2/14.mat,121699816013da98141fa8f9206962be705441b8dbf16a2f958eeab5def426c6,18d591069015629e9001ee6dfbc1add7b2ef0d66d8cd6c2531184a82533cbdf3,12030,739435,ea495d6ba61d41776f6778b1dbccba5f859189df72165628e18ce0dad1e60d6e,not_read_in_development
94,0-2/15,0,HBS,河北石家庄,0-2,2,15,1,development,0-2/15.csv,0-2/15.mat,81696e1609f139d54abb303ad48211d3bf2620a2403cde21b923d8d0f9d409fc,a3a82abf3b0388fd31c91d3a4ca2199468de5d37ef8cec74b9dd936eb214817f,12042,663859,0fd2179b70a21e6796d225d489cb4b889a00a6738872b0070acb5d00a3a236cf,not_read_in_development
95,0-2/16,0,HBS,河北石家庄,0-2,2,16,7,development,0-2/16.csv,0-2/16.mat,8ea9910f92caa2231d868967c63317a1b8b97baeea6067efb1f4884e23a18b00,96f9907a2e86ace8d5629063d80125f6f28ded1ecc86c8f7489ffa87964e72d9,12025,707361,8c9fca13d79d3609759bb8636033d9b6966ff349189738717654dc661b9b0d9e,not_read_in_development
97,0-2/18,0,HBS,河北石家庄,0-2,2,18,6,development,0-2/18.csv,0-2/18.mat,ecc5f96d801b7b1d028aa714700a5ea8c7c8743e83f890d6bdb8d588f9482dd3,e7a98500cbb4e120986f2e8e69bcc3539f4a69d1a53a3d18e4a55ebd1890d4f2,12021,823361,743fe369d8ad51a29f9040aa1eed98df06fadce0e1227265c5348d7f8f1d7db7,not_read_in_development
98,0-2/19,0,HBS,河北石家庄,0-2,2,19,7,development,0-2/19.csv,0-2/19.mat,3903948db2822da7c94afe674103f526d897d527996b880d5e8218363d0e4f19,8c7c1c79b288a06eea053855fbc48b6c870c6c004056cd69b11be08d5218f963,12032,730411,78d1a3c8672e16b299c2776cc180882cfb32a25f873887987e25cb0a8a4d5882,not_read_in_development
100,0-2/21,0,HBS,河北石家庄,0-2,2,21,3,development,0-2/21.csv,0-2/21.mat,d4f193890b6ef28f9de0644a797e81bea3580607a0c6ca71bbe4b5f486770c21,49ace03111fb12d2609eec3b29ebdf6ec739ba2ac0e599caeafd15f4d99e6f85,12029,893899,3a9757e78fd7aeeb36843a993690d2e7de227792af4cef561978bd69be36052c,not_read_in_development
101,0-2/22,0,HBS,河北石家庄,0-2,2,22,4,development,0-2/22.csv,0-2/22.mat,bb7c8b61807f5a1f5940f85b0cb085be8aed33d4ef005d984ea4d71e837b689c,48c686e7aeff2738dc3886c141d63cea49a38a43d3c5ae85ac79b077b47347a1,12024,877142,f9786824c6ab07a36e32adb1e07e234acd7a406a6ae5021fab313cc613256b61,not_read_in_development
102,0-2/23,0,HBS,河北石家庄,0-2,2,23,3,development,0-2/23.csv,0-2/23.mat,c8221ad3ae5415db6a66182c211a13167e6d44902f1e358856640aaf649710f8,bda81c3c6013745c33b4a8f52673cb1d5eec7f444d8b3d2dea28a8d568545cfc,12029,1054358,b154411626c6e96f8a49d5f65cf122f9b48f9055e4b069401ca22e029d923e07,not_read_in_development
103,0-2/24,0,HBS,河北石家庄,0-2,2,24,2,development,0-2/24.csv,0-2/24.mat,1abefb35cebc9e8cdec7af061dca932a20ddbc6b9855ceb49309a6bd4b877446,d6a84294b6926b804f1fc4e8bc71b66036488741d4fc50a6dc391ef596b570d9,12029,839301,147881b0aaf03d5995c7004bf39d72d3dd7de72f6c0a2cfc8820a833549341bd,not_read_in_development
104,0-2/25,0,HBS,河北石家庄,0-2,2,25,6,development,0-2/25.csv,0-2/25.mat,43e4e3a358cbfc8c38eb61634711aa264dd28847374657f6ec9aba19eaae39dd,23a060ae18e68f801bf272493fa62c692498662b912e348437917bd6768f9f01,12016,819099,80f2f3e5ee1da7071f2ed08aff17a9f9270c845efed3a77552584fda013668c6,not_read_in_development
105,0-2/26,0,HBS,河北石家庄,0-2,2,26,2,development,0-2/26.csv,0-2/26.mat,e2c6743fc07f6bbb8c354b9d03a4a5f10b807f7812e9dfe694a2c98138e8c742,83777b2e2f8b00a71d0f834ac475660810b796edcb5e994dc05ced445aab60d8,12025,824582,1fd0a51b2db10dbb25e2370ea8b5f8769d9321bb0dfa5cd4d2af0e998a5a54d8,not_read_in_development
106,0-2/27,0,HBS,河北石家庄,0-2,2,27,1,development,0-2/27.csv,0-2/27.mat,3c532cd1c5aab00f807d9dce7d12c1b299b06f07c05cc14ee4ece520eed32471,865f02f0ba3e35467240b45b8f576797edd2e514dd9a7fea023ec7894e8d1876,12033,773578,0437729156a8e542d23810381e5390b2d92bf44af5b6593ca82a8cf20b90a762,not_read_in_development
107,0-2/28,0,HBS,河北石家庄,0-2,2,28,2,development,0-2/28.csv,0-2/28.mat,f928e0efc738b1be20b633140b5ffec877bda395682bb03da8534e34a63b03b7,2177f2f38f1b1518f0df1b206be8aae463a123a32709aa34b49e542b2b55ca05,12027,760216,69f1eb7e6268eb40720400e4e249e06e413df1f66b6ebf0ac006dbac4a12e0a8,not_read_in_development
108,0-2/29,0,HBS,河北石家庄,0-2,2,29,4,development,0-2/29.csv,0-2/29.mat,c23aa0eb19953b7c8d4cb42bf7d028f89e5188f0bcd785f2424ea9f7dc9657be,81b7137ae389831b95613a0fc80ae22e3bf2a34747cdadd6f44182b8be7d5034,12030,777205,fc2e2814400884bec983ae3620ba4d7e64d5f105df2e62496ad5c908b9c82da8,not_read_in_development
109,0-2/30,0,HBS,河北石家庄,0-2,2,30,5,development,0-2/30.csv,0-2/30.mat,1262bee7f3fc2bd742b01d73cca40fb0715e669abf60f5ef3495c0bd98ca4b19,c262edf8e8b57fa61218d0f9fe5bb9a7681144172cf42992106df92000e59f0b,12035,904432,bc6c4f548d4e5c62e91a4006c16b9788b42e673a6cbf2e07bfd513dc75c56634,not_read_in_development
110,0-2/31,0,HBS,河北石家庄,0-2,2,31,1,development,0-2/31.csv,0-2/31.mat,8bc9d4ff911519a47250866aa968e2215df3e8e0550808187ecbe167c471f5f0,a10d87ab225d6b3c86820fbdb80596d72c701c34260541a9f5e3dc2663515da9,12031,561562,aa1721038375fe27ce44cc425f3e36cbc0f1cc81bbb3bf00025d788c2a5e0d2e,not_read_in_development
111,0-2/32,0,HBS,河北石家庄,0-2,2,32,6,development,0-2/32.csv,0-2/32.mat,a0bb845a33e08e3c908b3b248a7a50558d7937e30ec0e74dacda9e740da64604,4d54e8c1282ec9982d369a1e5ded4c3f4d042585749a2ca8ec8465dc064a5157,12018,777393,587a185aea41e1ac3b42b8d7110a73ea6f980ee70a6acde9eec8ebf0b413ade6,not_read_in_development
112,0-2/33,0,HBS,河北石家庄,0-2,2,33,4,development,0-2/33.csv,0-2/33.mat,d2681bbb5a3c700ce3bc969dfb08f624dc7922f02bdba429896dc0b46fa88fc4,6b82544a8a5cbf8ad873b070e39797234fe0e3ce8a6fc8ebe72dfa56f73e9264,12032,1029492,9c04266046e7f634cdfa8a094bf73ad945b1121faa851c62ab294b62c29f0d64,not_read_in_development
113,0-2/34,0,HBS,河北石家庄,0-2,2,34,4,development,0-2/34.csv,0-2/34.mat,e81571ec91747d376a98a8e7f033b43713cae8d8db2d7db44a8eac716fa9b54e,9a49cf2351e9b88b19198d15346f6487172dd704f718d30b3c08f68afc109801,12014,602599,b32f802ee4261ffcfbd73fe3ed48d27c3deb80f28cba2b8fc83ac2fe6a7e26c0,not_read_in_development
114,0-2/35,0,HBS,河北石家庄,0-2,2,35,7,development,0-2/35.csv,0-2/35.mat,46a23b4b9059b843213f391fb0002c98aac972b028a8dfca8f279c30361a9768,3d51a863b56ddec32edd5fcbc1c0777b89f96415822f39a208b842772b09dabe,12023,733618,ca485ce6f6e13a516f011acad3249f88c9fdaf227d706d164e36c71b15524ecd,not_read_in_development
117,0-2/38,0,HBS,河北石家庄,0-2,2,38,0,development,0-2/38.csv,0-2/38.mat,517d3f7f1138474068a1ef687ab933e2c506cb8417434eaa7a1256d660956721,c92805fd7f02accdb65eb26c894dfb521e324aea917eb46671a79af3cc67e45a,12022,858722,cd5953a3533d73668618c263d5ab91570bb3574ae0a9009c10cd4e78542c0afb,not_read_in_development
118,0-2/39,0,HBS,河北石家庄,0-2,2,39,6,development,0-2/39.csv,0-2/39.mat,7f472362522856f8febac4555686bf40dfbc87a9516ce4971bec5b5286fae50e,e7a1a247fbdedefd46561035c921def1f8dde85f95c6e2f9e35ea0b1688fc6f1,12034,734228,1fb29c6d8be8be648ff23cf271250597d84676b61dd539dda2e83ec1e2490054,not_read_in_development
119,0-2/40,0,HBS,河北石家庄,0-2,2,40,0,development,0-2/40.csv,0-2/40.mat,fc5412a2af2ecaf380a5bcf995778f9122dff6e260452492de152132fca85f69,8a9e0307c2a133edacfd6f268ecc7cf60ce18a22526697ee4909a0539512e599,12028,808662,86deba755b40e52113c940d97d9477612700e7400e46581a06d283ce04c79d0c,not_read_in_development
120,0-2/41,0,HBS,河北石家庄,0-2,2,41,7,development,0-2/41.csv,0-2/41.mat,5b31b303f2197f0e7d9fb5970fc7944392569f5d931035e9914a3fdc1a2d7704,9d4b84e952e961ce6e1778e09830989ffe892656a1f38be775b6f2d39bb3cca4,12024,776177,5729067ed8c936c4432737dd52d9d8531f65b3284e628855204fafd70c52ca99,not_read_in_development
121,0-2/42,0,HBS,河北石家庄,0-2,2,42,3,development,0-2/42.csv,0-2/42.mat,291c5b864967f195def315d9fc750038cf1d4cffbbef9e6c18ee633002318e57,409dca466863024bff134bde3be2baa5dcc01a583a0cc85197f3f4e8b6e65f0a,12023,696524,4b343fce5b702e833ef7be398ffd7ce1260b5f54984ee54b9dd4a7d3d1d0cee8,not_read_in_development
123,0-2/44,0,HBS,河北石家庄,0-2,2,44,0,development,0-2/44.csv,0-2/44.mat,5fd6c6d0ddbdb097ac15b05d2a12a5472aa0ddf2fc931be681479d776cf62b37,f69f311e090042a3fa6ad441e107fbfa8f9bb2b2797c2cecd7b03f4205793451,12029,878263,6c44071dfce084d7db00429fde1944ec6719224ef5d33098ab377f2163e2c920,not_read_in_development
124,0-2/45,0,HBS,河北石家庄,0-2,2,45,2,development,0-2/45.csv,0-2/45.mat,3761dde8c7dcba1d155131f9f738921e375fb94023dc8b1d24d6a32348f14186,8f19df0e6e4d3fc04e3928003baba43c980573a51bc83b4c1d4b3ae8f5cc34c2,12019,1027820,08753ea8a9e3fc3f9ea0a3cb6bd13005251e7490cffe3f35ef19b6cb0a117930,not_read_in_development
125,0-2/46,0,HBS,河北石家庄,0-2,2,46,2,development,0-2/46.csv,0-2/46.mat,7bada6a102ccbd2facd6847c400d70479a58b72c25d1b686a476f2532223b852,db7f031dafe327a2e0f4e2e82e0fa9248e2fbb18996c07ab1fa97b5f57c0ad4e,12024,841205,95a8932cddb21b883bf23e728173ecbbeced37c20e11658b296c608ec8955038,not_read_in_development
126,0-2/47,0,HBS,河北石家庄,0-2,2,47,6,development,0-2/47.csv,0-2/47.mat,e94e77a6f35f6711f8122987a3f148a7fc500279edb4bdbff8b291e4e5043570,18a21089c8ebf16311565f9a77a602f418fec55d504cb1043dce9ceaceb71c7f,12033,924074,53eb01072908cc57227e109eb66f2f429b31b17be2f4a7f3fbe5bcc682b0aab2,not_read_in_development
128,0-2/49,0,HBS,河北石家庄,0-2,2,49,6,development,0-2/49.csv,0-2/49.mat,9640f04584c26fc59e29c702738d2b9ef378200e1123fda5103449e4fcb73ec1,25dc42b2d36de0b3c9ea7ad3dc6b260f2b73be2ae762bc6e9ab9d796b77abb2b,12031,744284,969b8e2a76401c2d3adab4408b963b6dc6ff56e83578d5f64cc94f30616dec63,not_read_in_development
129,0-2/50,0,HBS,河北石家庄,0-2,2,50,1,development,0-2/50.csv,0-2/50.mat,546e2a7bc00d0d0b1c0207e8f3f81d14aa22b7f396c19e1b4b5c8fe77e5cefa7,fa919464b00d049eb9c45fd45372a54996f62f5dc6f901aae614780e667d21b3,12004,806605,dce1616275c29212b3c9e4462e496641396314569563218bcfa214cb70ebac51,not_read_in_development
130,0-2/51,0,HBS,河北石家庄,0-2,2,51,2,development,0-2/51.csv,0-2/51.mat,67819a5c07891712d6af749dd21b5c3165ba4ee806ba9a7bcbf5de0520fe5d28,b0cceb6136ae993cd08ddecc5a3f602cc6e6516fb74484f3376bd64d4196b15c,12033,760199,3d441fde82726cfe140bcfece36a37cbcf359a4eeabfd910a4fe5c869f6c08d3,not_read_in_development
132,0-2/53,0,HBS,河北石家庄,0-2,2,53,1,development,0-2/53.csv,0-2/53.mat,92ee8d3f64ac54d080e8775bfe8dc2904cc767a5d20c099515ad25dae639af07,23a4487e07dfb00df127aa360eaf4c61f4afe9aba22cc8209c5ad4f220126539,12033,1243765,ce8eadc19d2569165f4139b40abd2101b18116b3b66289fde6853b3647518662,not_read_in_development
133,0-2/54,0,HBS,河北石家庄,0-2,2,54,5,development,0-2/54.csv,0-2/54.mat,9a4ed8f36f68f154a80cd0679134957ba8a16c693a075485318239f9d7ebeb79,9bb3c60101b3ef686116a310fb94dcf52e970d8edcb5e0655a50a0cb82278949,12035,1034645,8db59c76708b43fb217bcb38f138ce84aa207a975d7fdb30df63618827c96a55,not_read_in_development
134,0-2/55,0,HBS,河北石家庄,0-2,2,55,4,development,0-2/55.csv,0-2/55.mat,0279ace6a0f9f95e9f915705033ebb6fd44307b6ddb6d2d174c7e96875ddb278,1e6ee3b10c5de8acf0747405d91b312735b31e6e1767e81f5e47afefaf72f9fc,12032,771438,356efc48752dc5e36abdcaa8a299ae4c5e09ae3e819dbd7792a163a192702052,not_read_in_development
135,0-2/56,0,HBS,河北石家庄,0-2,2,56,7,development,0-2/56.csv,0-2/56.mat,c89ca093f6106f082473c2e0031d5bdf0b9fd045eb0a056f8303253ac3588720,79c16eb689e969cf953de26b5d95fb1921bac69bfa2a93a4682f0c3e8968083c,12034,756498,6730a3566033d687d2f749b188649b9eb8eddd588520bee72d286099b55065ba,not_read_in_development
136,0-2/57,0,HBS,河北石家庄,0-2,2,57,6,development,0-2/57.csv,0-2/57.mat,d1cd2a4e4bbc1928650424f53a2f2ea185ca23cda3b59cd79884b39cab1f58d9,9d05cbe271bb9ddf96f3d1d965e111d682e13cba883f24f458a66f1509baa4fd,12026,823505,31bdbb5cc6e9bc44928c9c2a6797c5e84dc0021fe6dcfb9b369f277ca1154b17,not_read_in_development
137,0-2/58,0,HBS,河北石家庄,0-2,2,58,3,development,0-2/58.csv,0-2/58.mat,6891803545e902488b7dcded1648eebb7449ee13d71391a8b632d8dbc7d2b95a,90fa7613e18ab59e88ebb96651d4eb87e928bc7add40ffe3b460eba6cd4cb277,12035,1340470,bb90e53005e9226f973a60dd39801738867366dcfd767b8ffc089cef08c016a0,not_read_in_development
138,0-2/59,0,HBS,河北石家庄,0-2,2,59,6,development,0-2/59.csv,0-2/59.mat,4fe93ebc2306172dae27a1fea29517beb44857f78b0a7285a715ca00d3d50bcb,56e553669eb5ece669f1d13926abd4993249b0a457a420d0f62ddaa413dcd14f,12033,924464,aa1a8851a5f3cc71b81dd42d9e4f0d59c45469bf51b0e95a0c543a9a3689f5de,not_read_in_development
139,0-2/60,0,HBS,河北石家庄,0-2,2,60,5,development,0-2/60.csv,0-2/60.mat,93d776f8b9dbe1e0f534b9f2013a3c38b4abe6cd895925fa2cbb812ae61ae536,c063b423b3fda94521c6c28b47b8312e33d4f16b5443f849eb487597a54fc1ac,12032,756090,f0efa012d1fd60a9a2445efdfb0d735395e69bdfed3bcdc4c36429a24fb391ef,not_read_in_development
140,0-2/61,0,HBS,河北石家庄,0-2,2,61,5,development,0-2/61.csv,0-2/61.mat,9c6116e13252e33127238e2f78e81be91f6a9cc4aa4c13f4d3a13b611741ac6c,a18f814a745659cc86a7d2999b44758dab72fff12d63f36e391467f2f4670813,12028,941993,e16e232892d5424e635a6b4f8c08f4c019f13b8b3abe30c51330a2a3ca1f5faa,not_read_in_development
142,0-2/63,0,HBS,河北石家庄,0-2,2,63,0,development,0-2/63.csv,0-2/63.mat,38114224f75991a153695a35aa8c6797ebb266676c93bab755ec2378a90fa0de,0d121cfe95a350b27b29935fccc14692aeeba6f32f88770488199fea2f51eb10,12028,863833,d79fc8a45f299a1e6c17a5b47a1de1e4c9718809761e3393f759bf7a6f4aa97e,not_read_in_development
143,0-2/64,0,HBS,河北石家庄,0-2,2,64,5,development,0-2/64.csv,0-2/64.mat,8d31509fb23a4a67bc06aa9a0cd1c4149bd962edf1023c85ba2ea0cfefa3cead,ae2bd324dda26caab7214a668c0a046ca473e755327a4743bbe25b604ca7caa9,12031,907852,ded24c2211b036dade24d58024404cbd864643aa075c9a0c34d8b821e24ec131,not_read_in_development
144,0-2/65,0,HBS,河北石家庄,0-2,2,65,4,development,0-2/65.csv,0-2/65.mat,bb6abbd055f1d92fe6f0d7d9886a9d10b78cd3bb4f386a2a5fd1c5348d873a24,b9303ac05d532bd70438f32bf60f9c821095a1a00d9318f57937b6d6d4e41bbc,12021,708195,44a94205788918ec939fed2e0ed8d9fca473c01e0fb2b156cc560a1bcc26703a,not_read_in_development
147,0-2/68,0,HBS,河北石家庄,0-2,2,68,7,development,0-2/68.csv,0-2/68.mat,6375b8972d1f57705bbb98cd233dc3cf4cc22f6cce3c0916f27622befa12ab7c,402baabde7cf07024f947635b3e6cfcebac2f0664fcfca2d5c77542d465a422d,12023,880656,7d9b1f7d801f798228e2f9bcd40d54aab2e59c7a0306c1e8521778158728361c,not_read_in_development
148,0-2/69,0,HBS,河北石家庄,0-2,2,69,2,development,0-2/69.csv,0-2/69.mat,3870693699a6e3a72291625d35525132b2c0fba592efdd70a0030b5e4c3cd912,76700e8fbbb0a3c3d9e89f8aaee39739fd749c85b3c2c74c88b491fda2ac59b3,12027,617382,49e659325d0ce10546e649361e2f9e7e9837e0e8122a06ccff5aedd744f2f26c,not_read_in_development
149,0-2/70,0,HBS,河北石家庄,0-2,2,70,4,development,0-2/70.csv,0-2/70.mat,ee6a97387087fbf95034c8367b668651f010caf07cb739f9f8cba0110f028fdb,bfe5ffb73aa940ba9e49ca5fc097c112e5097b9ecf4eb21ef0bf4f0decd9b81b,12036,700281,844b31c5166204a35545dc0d094b2e31ffd4b9df35c3809cffa12c4017c8a043,not_read_in_development
151,0-2/72,0,HBS,河北石家庄,0-2,2,72,3,development,0-2/72.csv,0-2/72.mat,6d8ac46bf8706af8842c7a4ec35494c8675dc40b0548baf478adb5b3014400ee,9228bdac989ba163e6e466a1eda9352cf8332dfd91a38d7e92f9b67b83722514,12030,724515,81463659a70a94336405d4e1bbe512a5e99ab90fea772da9dee588223f030a46,not_read_in_development
154,0-2/75,0,HBS,河北石家庄,0-2,2,75,2,development,0-2/75.csv,0-2/75.mat,5abea585cedd64b17456b5705dbdff94c78ddbfa014a21f40e79b1d349316284,6ce5622b0acb6fa9a76f5743161ae7f5ae0536ba6f1845a9301dda5f89c5aa1f,12037,847585,7ba30e89ea149980f6eeb0e0e251426c11054d3ada6d4c1cb653225b8ccc087c,not_read_in_development
155,0-2/76,0,HBS,河北石家庄,0-2,2,76,1,development,0-2/76.csv,0-2/76.mat,00f9eef5deedfafc105f36cf23e5585cd1f7adee3615be90273dbdb183c5d67b,f59bf0228918a23144df3173a345c3787d4ac004951e54f12fd3581b8f4a43ac,12024,604288,1737cbacba044ebed35fa3430282f5073f8601677476616d74b2dfa9ae697916,not_read_in_development
156,0-2/77,0,HBS,河北石家庄,0-2,2,77,0,development,0-2/77.csv,0-2/77.mat,4866ef6ddd226381fc2e3eb7a47ffd5ef59e06bec4436dfe0ed17e5c52c07406,7d5600293b0b457d6ebd0f9a91a98977ef6a3659a564d6479c81c94393e9c4e8,12025,1049625,961598b939360eb693b6362a83876d51461c0bac4b5e58ebe1885d129224852e,not_read_in_development
157,0-2/78,0,HBS,河北石家庄,0-2,2,78,0,development,0-2/78.csv,0-2/78.mat,b6da17b2175dd68ef36ef1be0c0620d4814c8fdcced837a3fbecd56888bc2ca4,1601e22c349ad9a3374e5cdf8e7fc5c2df451445b46ded30f2895f720328fcd3,12025,922761,e596423505e77bfa2e8aba8c10f8897ba913b2811e608f0607b1c56bfe447c34,not_read_in_development
158,0-2/79,0,HBS,河北石家庄,0-2,2,79,4,development,0-2/79.csv,0-2/79.mat,8a099f27219faee040f4ecbb586e7533b7887a733307d3d4a8f578e67a5db67f,4120fa8a5c6b1c26ca8ddc55770b6958dbc1b0535e715a1590ec3771662dd8ad,12034,747629,3afac59e634ee692dafec95fae0dd5e5f964ed99563a190537cc095c3b38fbde,not_read_in_development
159,0-2/80,0,HBS,河北石家庄,0-2,2,80,3,development,0-2/80.csv,0-2/80.mat,e293604ddeaa9c59f60685ca3fd214ec41a408a4ccc22c35e301541edb63706f,dc6f80f702d0b5242f8f4a4408fde2c8f341c0043bf0f0ad22039b6b5667d704,12032,670668,db4d05dc5fd7555614b45cc75e685ce066dea9d85036011cd4c03b5d36cbe67b,not_read_in_development
160,1-1/1,1,HBX,河北献县,1-1,1,1,0,development,1-1/1.csv,1-1/1.mat,5be067951bd3c7c154acf2686be413d632dedb2fb33b5baca74bc8eb4625401f,26ab9cc0caea5c16289abaabd5b4dd768b8a32bfe2b422b547d9e9b54b0bfb5f,12024,1025909,cef2b91b99fdc55863c60ec6f50a6a6bc47be4eb1b6ba3c2ac19ca232853e00e,not_read_in_development
161,1-1/2,1,HBX,河北献县,1-1,1,2,7,development,1-1/2.csv,1-1/2.mat,816643953e34b7ce4aa51417a6fe19f3b3dd930011da0e90d78133564797127b,4ca35edd3f6ad14a3a223ad9a27da3cdfd8a4b4e9deb14162dab4dad2a6d6688,12025,784394,15ad32140f5c941cf0b485c2ef703a69c3206cdababb582d99cfb63c59ffa4d1,not_read_in_development
162,1-1/3,1,HBX,河北献县,1-1,1,3,5,development,1-1/3.csv,1-1/3.mat,3d9f5717dfc6cc1ed4973401d46e9f65ca3cf533de018a93b510a86b18e4331f,827cbb00dcb117753d2ea7a030426796c0ed554a82aa67e92bd7f4f1d24c9fa7,12024,790494,a20d300207501565d027d84b25746a5f644b9dbbdbefb3fa886926a06e22c886,not_read_in_development
164,1-1/5,1,HBX,河北献县,1-1,1,5,3,development,1-1/5.csv,1-1/5.mat,9068a1adb17ead415b5f34e1a27ef56789242252494c382d61e7349d5cb110f1,78d8bd0d4a631720d5408c5f641263d5d9420ffbc047043d4d33b05596c99f1e,12025,654028,a0e10a133f04f1bc3a5cd570f2fbde1c02c990883adc39b16adc1a14ecf2282c,not_read_in_development
165,1-1/6,1,HBX,河北献县,1-1,1,6,6,development,1-1/6.csv,1-1/6.mat,63485e25924c799260bd36a1cee2fa06ec61263fba12950b4e5d2cc7f08cd099,aa3f9212412dc318dfd9bd0ed330e0903df6e7dbecb2590065973cdac2495d16,12040,919945,f79d39bce2b6d0f1a599546743ccc65d46abf92f3fbb3513aecfd12cad77661d,not_read_in_development
166,1-1/7,1,HBX,河北献县,1-1,1,7,1,development,1-1/7.csv,1-1/7.mat,6eaeb69bd3580744b9cc743d90f96e814b39d3e1253f71a9420c677c11004de9,52e001fa5bbd15b2006e808a1d90d5f7a72ba156388eab6201a759575249fbd5,12038,686646,30c0313116fb75b4f3d4b96522e77692cebb350050f2618f5573504b34eb2dbd,not_read_in_development
168,1-1/9,1,HBX,河北献县,1-1,1,9,0,development,1-1/9.csv,1-1/9.mat,b0aceb490ac5253435c0cece8b0fa7794af9c31669e5a7aa1162e3db4d37ca50,341880e4f4a2143dd719c3908b52e4538406f6419978e92ceb60be9818a70516,12030,708267,55bd942ad1eaedd5f1e440514f272dd6db3b832d489abf6808a13db90bd3ecb7,not_read_in_development
170,1-1/11,1,HBX,河北献县,1-1,1,11,1,development,1-1/11.csv,1-1/11.mat,1191325d4f423d91b9e119ed7318c7c101c9a817fdf53f4cdaed7040b9e8c6a9,0bbbd86b8bf5bfc90afe77865ce95977be98608010b7bc9bd5786f5ee48089ac,12034,833017,07c4cf4ba2624c2afbf1524a11b9d80217703715def72cc8d64312ac19177ee9,not_read_in_development
171,1-1/12,1,HBX,河北献县,1-1,1,12,2,development,1-1/12.csv,1-1/12.mat,bd8cb9175754a4081efe6471c8292a716a886f0b4645b5311ffa023256be2c0b,3d69df886e4c3fa4101f744baf76bc54fda50142113c36e8e90d3cf6d7a2bdcf,12026,1331660,d97d6ace3510aad0ade12dde343d2c806fb5f53cd1032a118ecb67af468013fd,not_read_in_development
172,1-1/13,1,HBX,河北献县,1-1,1,13,7,development,1-1/13.csv,1-1/13.mat,d207f9d7593c16bfe44caf4f86f8c089025b722ce006e7519ba2a4caabb83236,fcfccb0ab1f85e49a14405072b026b42bcbff22438477f8a5bc8af61dfc4f788,12030,721030,ffcd46c40567919706ee2d41a6a9d71527729fc2678548258b33c02d98f079c1,not_read_in_development
173,1-1/14,1,HBX,河北献县,1-1,1,14,7,development,1-1/14.csv,1-1/14.mat,d570cd96fed4d43680dc26744eff9546a49f0766902643bddd60116321f5e2e2,ed0830953760c70fa13a58c4885cb046b30440cc5818d648351bad34f485d5f6,12037,792332,f644f1e0db26b0a011c494259592559fc55e2c78a4f8ccb5c64c0f4545fe7778,not_read_in_development
174,1-1/15,1,HBX,河北献县,1-1,1,15,3,development,1-1/15.csv,1-1/15.mat,480647baf149cae62638503694b61786101bdb0b359d26f7e16564e3ed4340e0,be9a9fbe8906baa9411f5cee58e988fb2b3aae65f3fc902ea1c360fc521f209c,12041,728187,4a6c0e7dd6b2e4775a7b644cd64859fa3fd3ec96ce67075cd7dc7e77c1343a62,not_read_in_development
175,1-1/16,1,HBX,河北献县,1-1,1,16,2,development,1-1/16.csv,1-1/16.mat,c7c1aa5be331ec2e2f41e85846ca95e07ae2a7ea705cd554c97be485213deaa7,6cb83b8ad6162fd989a071bb27e3f81fb0c3ba33bc12afb6287efeeb55224bff,12026,702744,b9a21568202c9190c7bb2ada384ba09fa531af5d90a1ebafc94d32482a8c3e8c,not_read_in_development
