sample_index,sample_id,label,class_code,source_cube,source_replicate,seed_id,constructed_batch,analysis_split,relative_mat_path,mat_path_sha256,mat_size_bytes,foreground_pixels,inner_pixels,outer_pixels,foreground_std_features,foreground_iqr_features,radial_features,morphology_features,extracted_mat_feature_sha256,mat_content_sha256
112,0-2/33,0,HBS,0-2,2,33,4,development,0-2/33.mat,6b82544a8a5cbf8ad873b070e39797234fe0e3ce8a6fc8ebe72dfa56f73e9264,1029492,353,175,178,392,392,392,5,b29d76ec18a9374ccd31fdc38510eece947c903da74a33b809916f5220997d9f,not_computed_in_blind_development
113,0-2/34,0,HBS,0-2,2,34,4,development,0-2/34.mat,9a49cf2351e9b88b19198d15346f6487172dd704f718d30b3c08f68afc109801,602599,196,84,112,392,392,392,5,ec5e4c0f2ed78a6fe2a3feac9c4f636fa3c893b8f090397bbef55f0c565369d0,not_computed_in_blind_development
114,0-2/35,0,HBS,0-2,2,35,7,development,0-2/35.mat,3d51a863b56ddec32edd5fcbc1c0777b89f96415822f39a208b842772b09dabe,733618,245,121,124,392,392,392,5,445b4ecb9f15cd6e02ec672a4b43514495b19d318b9bef62dc74accf2f75800b,not_computed_in_blind_development
117,0-2/38,0,HBS,0-2,2,38,0,development,0-2/38.mat,c92805fd7f02accdb65eb26c894dfb521e324aea917eb46671a79af3cc67e45a,858722,290,141,149,392,392,392,5,e7b24f7ec076589abc518d56a1302732bee7b1d2fcde9a10d32ae15b2e457264,not_computed_in_blind_development
118,0-2/39,0,HBS,0-2,2,39,6,development,0-2/39.mat,e7a1a247fbdedefd46561035c921def1f8dde85f95c6e2f9e35ea0b1688fc6f1,734228,245,121,124,392,392,392,5,946e11d276d3aba64a836de88ed8839147112e0b6bfa5727abbd23125801fa33,not_computed_in_blind_development
119,0-2/40,0,HBS,0-2,2,40,0,development,0-2/40.mat,8a9e0307c2a133edacfd6f268ecc7cf60ce18a22526697ee4909a0539512e599,808662,271,125,146,392,392,392,5,1711eccfd8e08c1cc8904b1339cf127249e0a4ac5dd5641279bef9481cf7c5d9,not_computed_in_blind_development
120,0-2/41,0,HBS,0-2,2,41,7,development,0-2/41.mat,9d4b84e952e961ce6e1778e09830989ffe892656a1f38be775b6f2d39bb3cca4,776177,257,123,134,392,392,392,5,3a766e954524f899c4b8da9e09c2203c29bf6912a76943bfafee98330ad045ad,not_computed_in_blind_development
121,0-2/42,0,HBS,0-2,2,42,3,development,0-2/42.mat,409dca466863024bff134bde3be2baa5dcc01a583a0cc85197f3f4e8b6e65f0a,696524,230,110,120,392,392,392,5,8fd053befa4a34986992f1ce2ebb0e8f1a44e50ee1c02143600b1fdb0be0bbd4,not_computed_in_blind_development
123,0-2/44,0,HBS,0-2,2,44,0,development,0-2/44.mat,f69f311e090042a3fa6ad441e107fbfa8f9bb2b2797c2cecd7b03f4205793451,878263,297,145,152,392,392,392,5,d3c3dfcffd941b02d5b8ab75fcf435a14b601a80efb6b8ab0c87b06c5569cc3f,not_computed_in_blind_development
124,0-2/45,0,HBS,0-2,2,45,2,development,0-2/45.mat,8f19df0e6e4d3fc04e3928003baba43c980573a51bc83b4c1d4b3ae8f5cc34c2,1027820,348,166,182,392,392,392,5,d65bd734c566d54267e31c975f569ea179115a08a05e5e285c7bc1972523d901,not_computed_in_blind_development
125,0-2/46,0,HBS,0-2,2,46,2,development,0-2/46.mat,db7f031dafe327a2e0f4e2e82e0fa9248e2fbb18996c07ab1fa97b5f57c0ad4e,841205,282,133,149,392,392,392,5,6931d993ff2a1f361ddbf2bbf5639bc33169aabb188196704e5df67e9012fc8b,not_computed_in_blind_development
126,0-2/47,0,HBS,0-2,2,47,6,development,0-2/47.mat,18a21089c8ebf16311565f9a77a602f418fec55d504cb1043dce9ceaceb71c7f,924074,312,155,157,392,392,392,5,966e75e461bfbdb2c616db8c2cffbfe36235e1273c4119d4f8a8cf60835ad7eb,not_computed_in_blind_development
128,0-2/49,0,HBS,0-2,2,49,6,development,0-2/49.mat,25dc42b2d36de0b3c9ea7ad3dc6b260f2b73be2ae762bc6e9ab9d796b77abb2b,744284,248,124,124,392,392,392,5,be91d63ded47985812b7c4da46d04274c76100da338ef6fef43424b79a18531d,not_computed_in_blind_development
129,0-2/50,0,HBS,0-2,2,50,1,development,0-2/50.mat,fa919464b00d049eb9c45fd45372a54996f62f5dc6f901aae614780e667d21b3,806605,269,134,135,392,392,392,5,6be39d667b740c31a2fd7dc3f16d230aa47dc7d212792eee8f9b4468805c5bbd,not_computed_in_blind_development
130,0-2/51,0,HBS,0-2,2,51,2,development,0-2/51.mat,b0cceb6136ae993cd08ddecc5a3f602cc6e6516fb74484f3376bd64d4196b15c,760199,252,121,131,392,392,392,5,3897a93dc153da66fde260d42679f42780bc6381839acf19b9ebae8b42c7d981,not_computed_in_blind_development
132,0-2/53,0,HBS,0-2,2,53,1,development,0-2/53.mat,23a4487e07dfb00df127aa360eaf4c61f4afe9aba22cc8209c5ad4f220126539,1243765,427,203,224,392,392,392,5,f4d4fce378633f0dead0ba425fc83955204400e9fc3b6227df43deab4b0d6b62,not_computed_in_blind_development
133,0-2/54,0,HBS,0-2,2,54,5,development,0-2/54.mat,9bb3c60101b3ef686116a310fb94dcf52e970d8edcb5e0655a50a0cb82278949,1034645,353,173,180,392,392,392,5,1d9a6b63edd38482bbe4536ae8e235c7016dc93d3b8d91ae8fc124237cb45dbc,not_computed_in_blind_development
134,0-2/55,0,HBS,0-2,2,55,4,development,0-2/55.mat,1e6ee3b10c5de8acf0747405d91b312735b31e6e1767e81f5e47afefaf72f9fc,771438,257,127,130,392,392,392,5,2cd2bb0e17f53f00d2ab634f129914880f30b10f7a0f476ad2b2de0b6deda3c1,not_computed_in_blind_development
135,0-2/56,0,HBS,0-2,2,56,7,development,0-2/56.mat,79c16eb689e969cf953de26b5d95fb1921bac69bfa2a93a4682f0c3e8968083c,756498,254,117,137,392,392,392,5,633f02d82133d7a2a4732044403a727c40f0fe41972acb03c08b6e04885c323f,not_computed_in_blind_development
136,0-2/57,0,HBS,0-2,2,57,6,development,0-2/57.mat,9d05cbe271bb9ddf96f3d1d965e111d682e13cba883f24f458a66f1509baa4fd,823505,278,131,147,392,392,392,5,a1f60f3be2f5ffbd36d0c832d9691cfd3fe0d80a786204beec0a9dda1a632836,not_computed_in_blind_development
137,0-2/58,0,HBS,0-2,2,58,3,development,0-2/58.mat,90fa7613e18ab59e88ebb96651d4eb87e928bc7add40ffe3b460eba6cd4cb277,1340470,471,219,252,392,392,392,5,5647443620f05b13ff5f9fc77491ea1c4fca7a8c29495cbbe1784bd1e7053c0f,not_computed_in_blind_development
138,0-2/59,0,HBS,0-2,2,59,6,development,0-2/59.mat,56e553669eb5ece669f1d13926abd4993249b0a457a420d0f62ddaa413dcd14f,924464,314,157,157,392,392,392,5,1d22c0998d626780eac74eb2ff32f5e624d9c8402bbbf71829371d25be4b2f40,not_computed_in_blind_development
139,0-2/60,0,HBS,0-2,2,60,5,development,0-2/60.mat,c063b423b3fda94521c6c28b47b8312e33d4f16b5443f849eb487597a54fc1ac,756090,252,125,127,392,392,392,5,89242b087be36f3e7ab82a27c517209456343889cc37256c842103c3b81d8067,not_computed_in_blind_development
140,0-2/61,0,HBS,0-2,2,61,5,development,0-2/61.mat,a18f814a745659cc86a7d2999b44758dab72fff12d63f36e391467f2f4670813,941993,318,148,170,392,392,392,5,5556a94d567ce411efeea2a2b29446e4ba0199ee54fe4dccb706d712f684a790,not_computed_in_blind_development
142,0-2/63,0,HBS,0-2,2,63,0,development,0-2/63.mat,0d121cfe95a350b27b29935fccc14692aeeba6f32f88770488199fea2f51eb10,863833,290,140,150,392,392,392,5,b29010a636ceb605fa73bba970886727237d427354fc068005c68050cd073d77,not_computed_in_blind_development
143,0-2/64,0,HBS,0-2,2,64,5,development,0-2/64.mat,ae2bd324dda26caab7214a668c0a046ca473e755327a4743bbe25b604ca7caa9,907852,306,149,157,392,392,392,5,efd0f3ecb234f2690c196ea83d91ffc529ac04a91c866be75ef9e52812de7ead,not_computed_in_blind_development
144,0-2/65,0,HBS,0-2,2,65,4,development,0-2/65.mat,b9303ac05d532bd70438f32bf60f9c821095a1a00d9318f57937b6d6d4e41bbc,708195,236,116,120,392,392,392,5,9e633d70a150a95192f0dfe0ceeec4505b1263a4d8cdfcbb3057d59982ca9b0e,not_computed_in_blind_development
147,0-2/68,0,HBS,0-2,2,68,7,development,0-2/68.mat,402baabde7cf07024f947635b3e6cfcebac2f0664fcfca2d5c77542d465a422d,880656,299,147,152,392,392,392,5,9ac0dd2eae32e30a2e807fe497ba059475d02149ffc0d72a468aeb2aa361d4c0,not_computed_in_blind_development
148,0-2/69,0,HBS,0-2,2,69,2,development,0-2/69.mat,76700e8fbbb0a3c3d9e89f8aaee39739fd749c85b3c2c74c88b491fda2ac59b3,617382,202,88,114,392,392,392,5,587c9bf850f3261c4b23bc861dc1437641edf5e1290031b9cffa1ae6b1658ddd,not_computed_in_blind_development
149,0-2/70,0,HBS,0-2,2,70,4,development,0-2/70.mat,bfe5ffb73aa940ba9e49ca5fc097c112e5097b9ecf4eb21ef0bf4f0decd9b81b,700281,232,113,119,392,392,392,5,a8d9f6ee6f09dc87ca0338604c5f43e01ecbbb16f27fe0bc290941afd2d46ffe,not_computed_in_blind_development
151,0-2/72,0,HBS,0-2,2,72,3,development,0-2/72.mat,9228bdac989ba163e6e466a1eda9352cf8332dfd91a38d7e92f9b67b83722514,724515,241,116,125,392,392,392,5,102845c91f8d64a8e4e62bd188e9498e9396e4f0fd54f7399534db2e61f0e31e,not_computed_in_blind_development
154,0-2/75,0,HBS,0-2,2,75,2,development,0-2/75.mat,6ce5622b0acb6fa9a76f5743161ae7f5ae0536ba6f1845a9301dda5f89c5aa1f,847585,283,140,143,392,392,392,5,6bec17093e4800af6753d01b6e0ab7c57d887acf3ff8e8405e0f45d6ee20b97f,not_computed_in_blind_development
155,0-2/76,0,HBS,0-2,2,76,1,development,0-2/76.mat,f59bf0228918a23144df3173a345c3787d4ac004951e54f12fd3581b8f4a43ac,604288,198,82,116,392,392,392,5,70501879347647f81edb2735721f4fda6bf3677e039400877865f7043746cb8c,not_computed_in_blind_development
156,0-2/77,0,HBS,0-2,2,77,0,development,0-2/77.mat,7d5600293b0b457d6ebd0f9a91a98977ef6a3659a564d6479c81c94393e9c4e8,1049625,360,165,195,392,392,392,5,200d956ea5e85c3cd81cb23b1c3afc8eee61ecf52e4c316a9a5c60b44a051239,not_computed_in_blind_development
157,0-2/78,0,HBS,0-2,2,78,0,development,0-2/78.mat,1601e22c349ad9a3374e5cdf8e7fc5c2df451445b46ded30f2895f720328fcd3,922761,310,145,165,392,392,392,5,6065213d3232e32fc5cc8a0f4efd94b1961140d8e638c44c71839704063f3623,not_computed_in_blind_development
158,0-2/79,0,HBS,0-2,2,79,4,development,0-2/79.mat,4120fa8a5c6b1c26ca8ddc55770b6958dbc1b0535e715a1590ec3771662dd8ad,747629,251,113,138,392,392,392,5,72b1e8b96c58bc5d4ec0226281bf79f10338ab3e8e487f3f3ab796e674898fc5,not_computed_in_blind_development
159,0-2/80,0,HBS,0-2,2,80,3,development,0-2/80.mat,dc6f80f702d0b5242f8f4a4408fde2c8f341c0043bf0f0ad22039b6b5667d704,670668,221,105,116,392,392,392,5,eb43015fc372136965aa115b058382644ba32025082c17eaece971ddae50a676,not_computed_in_blind_development
160,1-1/1,1,HBX,1-1,1,1,0,development,1-1/1.mat,26ab9cc0caea5c16289abaabd5b4dd768b8a32bfe2b422b547d9e9b54b0bfb5f,1025909,351,171,180,392,392,392,5,a090d16f7a4f7e1909d93b7e32f640cc1872844af81547234fdf56e065e207d6,not_computed_in_blind_development
161,1-1/2,1,HBX,1-1,1,2,7,development,1-1/2.mat,4ca35edd3f6ad14a3a223ad9a27da3cdfd8a4b4e9deb14162dab4dad2a6d6688,784394,266,122,144,392,392,392,5,9125301fdb8d49b9ee206f13615e8da51aa2ca17501eec57a3f9e7b6a40b51fb,not_computed_in_blind_development
162,1-1/3,1,HBX,1-1,1,3,5,development,1-1/3.mat,827cbb00dcb117753d2ea7a030426796c0ed554a82aa67e92bd7f4f1d24c9fa7,790494,266,132,134,392,392,392,5,a4c112971c793ae6c4b1303467b94daccedffa136f6c063e4c1bd0744d8ecc83,not_computed_in_blind_development
164,1-1/5,1,HBX,1-1,1,5,3,development,1-1/5.mat,78d8bd0d4a631720d5408c5f641263d5d9420ffbc047043d4d33b05596c99f1e,654028,217,101,116,392,392,392,5,49f8d3c594c7418976a9c4cd57b11809eb908e7c9638f302eeb73bc3a54ec238,not_computed_in_blind_development
165,1-1/6,1,HBX,1-1,1,6,6,development,1-1/6.mat,aa3f9212412dc318dfd9bd0ed330e0903df6e7dbecb2590065973cdac2495d16,919945,311,153,158,392,392,392,5,02aa43305cbe26c27ad4a64593617323c36f669a78beaf84759276f6746280f6,not_computed_in_blind_development
166,1-1/7,1,HBX,1-1,1,7,1,development,1-1/7.mat,52e001fa5bbd15b2006e808a1d90d5f7a72ba156388eab6201a759575249fbd5,686646,229,107,122,392,392,392,5,4a0e1bb3d9dc45636cd6e2d5ffd735e316d82d4d80c57be6b1694f18cc195170,not_computed_in_blind_development
168,1-1/9,1,HBX,1-1,1,9,0,development,1-1/9.mat,341880e4f4a2143dd719c3908b52e4538406f6419978e92ceb60be9818a70516,708267,236,108,128,392,392,392,5,0b443010d6a880c2641e74f3e60015a6d5d5a15e9ea01b43a9540d28f376dd0c,not_computed_in_blind_development
170,1-1/11,1,HBX,1-1,1,11,1,development,1-1/11.mat,0bbbd86b8bf5bfc90afe77865ce95977be98608010b7bc9bd5786f5ee48089ac,833017,281,133,148,392,392,392,5,150fe90f5afa2d7dc97b650eacd158169afaac6df9461950e574b2d4a5010265,not_computed_in_blind_development
171,1-1/12,1,HBX,1-1,1,12,2,development,1-1/12.mat,3d69df886e4c3fa4101f744baf76bc54fda50142113c36e8e90d3cf6d7a2bdcf,1331660,463,229,234,392,392,392,5,725a21bb525dcad3a80eb7ec134a54c3bb4105f5210292a50188108c556b0d5a,not_computed_in_blind_development
172,1-1/13,1,HBX,1-1,1,13,7,development,1-1/13.mat,fcfccb0ab1f85e49a14405072b026b42bcbff22438477f8a5bc8af61dfc4f788,721030,241,118,123,392,392,392,5,c8804fc62ea867332ace7929ebdb838e33b709546439ef47035632b1173fe242,not_computed_in_blind_development
173,1-1/14,1,HBX,1-1,1,14,7,development,1-1/14.mat,ed0830953760c70fa13a58c4885cb046b30440cc5818d648351bad34f485d5f6,792332,267,125,142,392,392,392,5,8e54bb1e6d71049332867de4b4fd8999b64353cfa0d97604c8eae3274fb1aa16,not_computed_in_blind_development
174,1-1/15,1,HBX,1-1,1,15,3,development,1-1/15.mat,be9a9fbe8906baa9411f5cee58e988fb2b3aae65f3fc902ea1c360fc521f209c,728187,243,115,128,392,392,392,5,7ec5042116c95e4022758c094a5633976baba0a1754cc1e2d53ee5ce59aa2751,not_computed_in_blind_development
175,1-1/16,1,HBX,1-1,1,16,2,development,1-1/16.mat,6cb83b8ad6162fd989a071bb27e3f81fb0c3ba33bc12afb6287efeeb55224bff,702744,237,117,120,392,392,392,5,469e617d0ae70d47de1e8e673dc2e376494e67e2a27a12e59f4a992f8d991656,not_computed_in_blind_development
176,1-1/17,1,HBX,1-1,1,17,4,development,1-1/17.mat,61af8f170fb4f9c2949005b1efdb905d4d73f64b7aca7888d6b56d8c122b5838,698053,233,107,126,392,392,392,5,bf2a636ee00ac0d9f45c43d486272ee38da52d07849db20adf1a7c92c0f1e8b2,not_computed_in_blind_development
177,1-1/18,1,HBX,1-1,1,18,3,development,1-1/18.mat,e281afdc3308f01a87190462197b2486658f4e3a14b6db3f11d301c4b38609cf,1032741,355,177,178,392,392,392,5,631e80e9a12775c5b967483ad5293c88f77fc76fcff290befd5a110472557c5f,not_computed_in_blind_development
179,1-1/20,1,HBX,1-1,1,20,7,development,1-1/20.mat,d46afe3db65b599dd4767910ccd1fdff057ab7b1691042ad789b0ed67c584c65,1121959,385,173,212,392,392,392,5,c954a0063b8d357765b7e11455a35a99d583931549f62ff0c783f5a72cd61720,not_computed_in_blind_development
180,1-1/21,1,HBX,1-1,1,21,0,development,1-1/21.mat,61925b4df2f6c83aa6ba14d3bb1d0928c8b18ace0b99fcfd26da28c07fdff1ad,785086,265,132,133,392,392,392,5,97b352cc7c7b85784882d6a3959e4e3f97d1c2bf57de40e32594589cc80f9924,not_computed_in_blind_development
181,1-1/22,1,HBX,1-1,1,22,3,development,1-1/22.mat,d409371fe2b3bbdff49d8a8f230d126f8797a51aee0fbe96ee7f413b35c33fb1,1316416,459,229,230,392,392,392,5,662512d589b11b31b1e70493a3bc957f964ae6f557808af71d5e587c8d995e2f,not_computed_in_blind_development
183,1-1/24,1,HBX,1-1,1,24,1,development,1-1/24.mat,37d9dc4597279c259b25af1dead603da66eaa19cf85c261aa6f9a3798b1096e5,877558,298,143,155,392,392,392,5,cf91d4abc4f3f078f13c4331c7e85fd39a022aa58324312856c8df9c15f0d790,not_computed_in_blind_development
184,1-1/25,1,HBX,1-1,1,25,6,development,1-1/25.mat,3d566137e48655b3fefd61e80787c7916f680f7ec637497939840a7335a32522,625489,207,91,116,392,392,392,5,146436867d503f18d6aa43418528b5d56aaf5af7b6e5cc8319a4ea332121c642,not_computed_in_blind_development
185,1-1/26,1,HBX,1-1,1,26,7,development,1-1/26.mat,0427aa72707f59d40f98dcb1e964b4b295fb80a221ee855efac43936d901912c,685427,229,107,122,392,392,392,5,6c2dca7eb018034d4bdb2ba27c269f75248a5de884edd505ddd54c84830566ab,not_computed_in_blind_development
188,1-1/29,1,HBX,1-1,1,29,2,development,1-1/29.mat,04607073019e8447c90a80584827a8e382325708c55ceb1def6bf5a638fef92a,713046,240,116,124,392,392,392,5,90cef7ee609e19ee15c08d95ce86aa0edcdfac002fd8cb144b1d87e226e2c6ad,not_computed_in_blind_development
189,1-1/30,1,HBX,1-1,1,30,3,development,1-1/30.mat,bcf7ff88658d05b1256c361c280b9b26cb10d9cf3981fa5a3a3dd115087ac8ea,832143,282,135,147,392,392,392,5,e73f9d1596251e9f6e25a70861eaaff1cd35e4e700a01420c3d07e649aab6b60,not_computed_in_blind_development
190,1-1/31,1,HBX,1-1,1,31,5,development,1-1/31.mat,8e945825b3629f26f562d43ca2d2fced063e309adf3d4bf6978ad400f5ef3032,740489,248,117,131,392,392,392,5,9d756ee54628cab5d944d155dd5c55e1187a7ea4f95047caa393556906a97fad,not_computed_in_blind_development
191,1-1/32,1,HBX,1-1,1,32,6,development,1-1/32.mat,c237b1aba4744fa36a0cdc7e5adeac2dfcf63c1e706cca76902626bf56c321b0,679584,226,103,123,392,392,392,5,b6a25e212288ebb487053f6254b4de31e7bfd15c2f41f9dc011243d627537201,not_computed_in_blind_development
192,1-1/33,1,HBX,1-1,1,33,2,development,1-1/33.mat,8e15ce1ec4ca2ce398638e0810fdb1a633f6740fe45a1ec921520e9bfbd2bfb9,807151,272,136,136,392,392,392,5,4f8b3c068f159923dc8c99b4d84732545ee2af3e3948055a318c48261776d7b5,not_computed_in_blind_development
193,1-1/34,1,HBX,1-1,1,34,5,development,1-1/34.mat,fdaad39441247a7cdb04d3303dcbd65b27880679a0b0ecc9d0db7167325d13af,640328,213,98,115,392,392,392,5,acb2887e74c5974e81450c72cdaaa76616c6f779fa6a995ac63cd73d9f81cb06,not_computed_in_blind_development
194,1-1/35,1,HBX,1-1,1,35,6,development,1-1/35.mat,ebb99f36103eb15a5400a45ba5c2bf568d40c542f83320fc5b17dedccd57be60,975669,335,161,174,392,392,392,5,5c3f592f96cb43c6166d93e3b9e8440c747ab560c670117fc06a957f8383983c,not_computed_in_blind_development
195,1-1/36,1,HBX,1-1,1,36,3,development,1-1/36.mat,9ca02cbf5bebb48b060fb31589a33bf01c000a91380f21edf9616cbe23e5ac10,821894,278,129,149,392,392,392,5,40b11d40a0247afaa455c11e3a2eab62159d29a3b71417e8af9e665904fb06f2,not_computed_in_blind_development
197,1-1/38,1,HBX,1-1,1,38,7,development,1-1/38.mat,0707a9ffcd9b4da25dc817834238934a4956e2f78bda65421b74b6181ae5171c,920039,315,155,160,392,392,392,5,5e561f8ba9b5789a76742cee920c6e506c1727c5663a8bad1579387227fd45f6,not_computed_in_blind_development
198,1-1/39,1,HBX,1-1,1,39,1,development,1-1/39.mat,070d856e3f05da19546ea81f351a74b73e51d771d14ff1bb3c09c5d6ae8f7820,838193,284,138,146,392,392,392,5,b4ee64db3d753082cfea7e837de5b1d2637e2a320d6d07773ba6803d0ce1bdcf,not_computed_in_blind_development
200,1-1/41,1,HBX,1-1,1,41,0,development,1-1/41.mat,830c47227148d7590e06296b926dac66a5d69b88f1386081f81e66d0b2db42a5,788831,267,124,143,392,392,392,5,689dca6f1804ba909da6172274f445cc683441a8c5224e69932b50f90a6dd577,not_computed_in_blind_development
201,1-1/42,1,HBX,1-1,1,42,6,development,1-1/42.mat,32e8484bd805077d80e75efd656c7cd0444a0772b8f1db4b07ea482eb9e6f73c,723016,242,116,126,392,392,392,5,9e12cafbd048891bb252ddddec3d2de1f24d10629e9008410fe2fba9ee89ce18,not_computed_in_blind_development
202,1-1/43,1,HBX,1-1,1,43,4,development,1-1/43.mat,6aa6c8f85f168796cea7be45b4fba658b7af40cb35f2b7f43ec9342be8fa2140,795901,268,128,140,392,392,392,5,c1dc0a18ca00870df76ec00255c091e49b048ba5863d4f463b44812b1fd54375,not_computed_in_blind_development
203,1-1/44,1,HBX,1-1,1,44,2,development,1-1/44.mat,b91f9dd88a322401f77accac7a5237653cab2415995df3ab43e7a0db29579912,1062090,367,183,184,392,392,392,5,db512422d1ca2122d71c7d13d9f3fbf460369be34977122e7deee7134559e5a8,not_computed_in_blind_development
204,1-1/45,1,HBX,1-1,1,45,7,development,1-1/45.mat,88c96fd11001f6eec62a414a5e5ae445784a35e039a0bbe359b9b91b16e5a21f,747423,252,124,128,392,392,392,5,33a2ccdc4673ec02fe2de2f1c6b356900ea8e8ebb2be1e923cb0bdf93e36de87,not_computed_in_blind_development
205,1-1/46,1,HBX,1-1,1,46,5,development,1-1/46.mat,0ab5f09178537a8a89d71e60b8a0f06104d8b2605fc1feb3156c2781f46eeb41,1020366,350,172,178,392,392,392,5,3090ea5b0112696d2eb657141f93ecadb3d45e0035a5f147b27c0e8f91d35630,not_computed_in_blind_development
206,1-1/47,1,HBX,1-1,1,47,0,development,1-1/47.mat,988b5f526d31ae13ad6e39df89ef7f63f977102ca903177b147375b3d1895fc3,883439,300,146,154,392,392,392,5,4aaef45af9da84c70207dc144c64354258b20785d2db45718b31dfb518d203b6,not_computed_in_blind_development
207,1-1/48,1,HBX,1-1,1,48,3,development,1-1/48.mat,3c66a5c6b7f218cab50df84495f5ba28ab8c45bbb1a326466db9b58c3183407b,763567,259,126,133,392,392,392,5,c4961ce4dda3cf768e6c751f17aa2af4224764d3aaa8c6f8a39219544bc8e6ab,not_computed_in_blind_development
208,1-1/49,1,HBX,1-1,1,49,4,development,1-1/49.mat,f22f12587fe4f5ebce6568b85e1ba16b390b20c8a331c33e8895e5af75f776d2,773923,261,117,144,392,392,392,5,1bcfc6c8e5da4edcd495991052531bcc8855e97620823597a242fff574da2184,not_computed_in_blind_development
209,1-1/50,1,HBX,1-1,1,50,3,development,1-1/50.mat,f82501c4f7539d70ecaad9fe9952c909fd634252ed74878d3ff8a215d8b21b4b,662350,221,105,116,392,392,392,5,8cf176949e7e811f849cf0543b7c86fcdb0b141c09850899d0e016d8e5502a0f,not_computed_in_blind_development
212,1-1/53,1,HBX,1-1,1,53,5,development,1-1/53.mat,f63ec79782dae91b4b78600ac187bf1e764d8fa04eb59e2f0ebe872f809f0852,809262,274,132,142,392,392,392,5,61d6f9823460ad5ed995b8ab9877fe33e84dd16cef358a1e56e8c40e0029f517,not_computed_in_blind_development
213,1-1/54,1,HBX,1-1,1,54,0,development,1-1/54.mat,1a4af74daa68967e642f973a743b64ad6de01b334e16800af1255bf032e597ca,762929,257,117,140,392,392,392,5,d0714e52e388506886aee10752ddedc94ce29c29fc98d425514d05f4afa8034c,not_computed_in_blind_development
215,1-1/56,1,HBX,1-1,1,56,5,development,1-1/56.mat,16682d4507a38c620a07691c2dc246d50fa083d837359c2d27822c3ca13ab1f6,593149,198,87,111,392,392,392,5,d6f5fef4cb907f88e64be3ac1c2efc36abb055ddbd83824595c373bf3bcf0a34,not_computed_in_blind_development
216,1-1/57,1,HBX,1-1,1,57,4,development,1-1/57.mat,e75882fd9f7f9eeb5802b190d03cdbedd67c9be66e7ee5da473e1e0f60f98ace,1025770,355,172,183,392,392,392,5,1ea7444c2b04f036e856bea8428c9c752ae7d830e8458e447932c446a2774619,not_computed_in_blind_development
217,1-1/58,1,HBX,1-1,1,58,2,development,1-1/58.mat,a25cce22b905e4d09f6112b1c55f46e708cf2a1a13a57face9fad6f4e5a40b44,572596,187,81,106,392,392,392,5,6141f18ed500132c3a173a402411b9e02b900e4588a4aa2541ebf415de5479bf,not_computed_in_blind_development
218,1-1/59,1,HBX,1-1,1,59,6,development,1-1/59.mat,56cb2f0d183f8d5351b95746e5461eece4a59053a36fa80bd19db1ab9ae957d3,783279,265,128,137,392,392,392,5,231e89a7c365b7242c5039f9bbc5ba92416da8b3b93f2c716b20d7c0865aa2ef,not_computed_in_blind_development
219,1-1/60,1,HBX,1-1,1,60,4,development,1-1/60.mat,61e8286cc2e554233ce518450d326f93b44a4d59ff84d0f940c72ee22d756be1,706748,237,111,126,392,392,392,5,2fd45aeda4cbcad5bac08ce1162d0db878da9cd29833f669491304a5284b15ae,not_computed_in_blind_development
221,1-1/62,1,HBX,1-1,1,62,4,development,1-1/62.mat,9ac8f22b11ab807d737c86151eaf4b4ed1eb9ec8ff50cdc67838154a0c238908,877569,298,143,155,392,392,392,5,d04ece4137e3ddd53a72d242039322a1beadc009a45e8bb90716a7ecfed88ecf,not_computed_in_blind_development
222,1-1/63,1,HBX,1-1,1,63,1,development,1-1/63.mat,45994fe1b18c3be6f66bc63ce68f4dec9a6bf57ee07977b2cf69458e0eea8be3,982286,335,167,168,392,392,392,5,1cf9b7ae930bccffe241b1b82a0faa9a1ba981102edb3adc5e1e5d6f26ad6082,not_computed_in_blind_development
223,1-1/64,1,HBX,1-1,1,64,6,development,1-1/64.mat,b17e762166b705703a0e96c47c3638d118d15c47b2c6bbc6ec870e20ed4a4341,786245,267,121,146,392,392,392,5,df5c5c4eadea9f1abe56c624a2b8845715c2ac1d0c785e53b62339f9808a7353,not_computed_in_blind_development
224,1-1/65,1,HBX,1-1,1,65,0,development,1-1/65.mat,62c7dfe472fd6b379076d5aa42e2cfdf9502ce34fc077967620d0acc515f5723,835304,285,136,149,392,392,392,5,17b738b3692915afd036b3e70ceb9dbf5349b859aefd145df92ebc0f3dd78eb4,not_computed_in_blind_development
225,1-1/66,1,HBX,1-1,1,66,4,development,1-1/66.mat,92a1ef1e711eb9276ffe84bbf579392e294b1f76a4fdf7ad3df3fd295da60b60,811765,273,135,138,392,392,392,5,89a88d24f478b219189178e3c3fddc5fc38a3738dc2a662c313ded929879fb9b,not_computed_in_blind_development
