bootstrap_replicate,label_pair_position_1,label_pair_position_2,label_pair_position_3,label_pair_position_4,label_pair_position_5,label_pair_position_6,label_pair_position_7,label_pair_position_8
769,0,6,6,0,7,3,6,4
770,4,1,1,5,7,5,6,6
771,2,5,6,7,5,0,0,0
772,4,0,2,0,3,7,2,5
773,7,3,0,0,5,4,7,0
774,3,2,6,2,6,4,7,4
775,3,6,6,6,0,0,4,1
776,6,2,1,7,2,3,7,1
777,3,3,5,4,2,6,1,6
778,7,4,1,1,6,2,6,0
779,7,7,2,0,1,3,6,1
780,1,2,1,5,6,1,2,7
781,4,4,1,2,4,5,5,7
782,3,2,0,5,3,7,6,1
783,6,0,6,3,7,3,4,0
784,4,0,5,0,2,0,6,0
785,3,2,5,0,1,3,1,4
786,7,3,7,4,2,4,2,2
787,5,1,2,0,2,6,0,6
788,2,2,7,6,2,5,5,6
789,5,5,5,3,0,7,4,2
790,7,1,4,3,6,4,1,2
791,4,6,6,3,1,6,7,0
792,3,3,4,2,7,7,3,1
793,0,6,7,1,5,0,6,7
794,6,7,7,0,5,6,2,0
795,5,6,4,7,0,3,3,4
796,5,2,5,1,6,3,7,5
797,4,7,0,3,0,1,4,7
798,7,4,7,5,0,6,4,2
799,2,2,7,4,4,3,0,6
800,3,4,5,6,0,0,5,2
801,7,7,0,3,1,4,4,1
802,2,4,0,3,1,3,0,5
803,6,5,6,4,0,2,6,7
804,5,2,2,4,0,5,0,7
805,2,1,3,4,5,6,7,7
806,3,6,1,5,7,7,7,1
807,7,4,6,7,4,3,1,0
808,0,5,1,4,2,3,2,0
809,4,7,5,5,4,1,7,7
810,0,7,4,3,3,3,7,6
811,1,0,4,3,6,2,0,3
812,0,6,5,1,6,6,5,4
813,2,6,2,3,4,6,1,3
814,7,1,6,7,7,2,2,4
815,6,0,3,6,6,7,1,4
816,0,2,3,5,6,5,3,3
817,7,3,7,5,4,1,5,6
818,7,0,2,0,4,5,2,3
819,1,4,1,6,0,2,0,0
820,4,1,4,3,5,6,3,1
821,6,2,1,4,0,6,2,5
822,5,4,0,3,0,4,0,6
823,3,7,1,2,4,1,0,2
824,3,0,6,5,6,4,4,0
825,7,6,0,6,3,0,7,6
826,1,3,0,6,7,5,7,3
827,5,7,0,1,0,3,7,2
828,3,4,2,4,0,5,3,4
829,7,5,6,6,7,0,6,5
830,0,1,5,5,2,5,5,5
831,5,6,2,5,6,5,5,0
832,4,0,4,0,5,7,2,1
833,7,0,2,2,4,2,7,1
834,1,0,1,6,1,7,1,6
835,5,0,1,3,6,4,6,6
836,7,4,3,1,6,1,5,6
837,2,5,3,6,0,7,2,3
838,0,6,7,6,7,5,6,5
839,2,1,6,7,1,7,4,6
840,3,7,7,4,6,5,0,7
841,1,2,6,7,3,4,0,4
842,1,0,2,3,3,7,3,7
843,0,5,2,5,6,2,7,2
844,2,4,5,0,4,5,6,4
845,4,6,6,4,5,0,6,0
846,1,7,7,5,7,4,0,2
847,2,2,2,1,0,7,0,3
848,2,1,0,5,7,0,4,4
849,1,4,7,0,5,5,0,7
850,2,2,6,4,6,7,5,4
851,0,1,7,2,1,6,1,5
852,4,3,5,5,4,0,2,4
853,3,1,1,5,4,2,7,5
854,7,4,4,0,5,3,2,5
855,5,3,4,2,5,2,1,2
856,0,5,5,1,6,7,7,5
857,4,1,4,5,5,1,3,5
858,2,7,1,7,0,4,1,3
859,6,1,7,7,5,0,0,1
860,3,1,0,6,1,3,1,4
861,3,2,6,2,7,5,7,3
862,5,0,3,1,0,2,3,6
863,3,1,5,2,5,7,1,1
864,7,5,7,4,1,5,7,0
865,4,1,6,0,6,2,5,4
866,7,7,4,7,2,6,1,5
867,0,0,2,3,4,2,4,0
868,6,5,0,4,1,0,7,4
869,5,5,6,1,0,7,7,6
870,7,6,3,1,7,7,4,3
871,5,3,5,4,3,3,6,3
872,5,5,5,5,3,0,0,2
873,1,3,5,0,5,4,0,7
874,6,0,7,5,2,3,5,0
875,6,4,2,6,4,1,2,2
876,7,6,1,5,6,1,6,2
877,3,4,4,3,6,0,7,7
878,4,4,1,4,4,4,3,7
879,5,0,5,0,4,0,0,6
880,1,6,6,5,6,3,6,1
881,4,2,7,0,6,5,7,1
882,2,4,7,4,1,2,2,7
883,7,1,1,4,7,5,7,6
884,0,5,5,4,3,3,0,1
885,4,7,4,6,5,3,7,2
886,4,0,6,6,4,5,4,3
887,3,0,4,0,6,1,7,0
888,2,0,4,2,0,7,6,0
889,0,0,2,4,0,4,5,0
890,7,0,6,7,6,1,4,5
891,7,3,6,0,0,5,2,4
892,6,2,1,3,7,1,0,2
893,1,1,3,1,4,5,6,6
894,5,5,0,5,5,5,6,6
895,4,5,3,4,5,0,5,3
896,1,0,6,7,7,6,1,7
897,1,7,0,7,3,3,0,7
898,4,3,1,0,3,2,4,6
899,4,5,3,0,5,3,5,1
900,1,3,7,1,6,6,6,0
901,5,0,4,3,5,6,5,7
902,5,0,1,5,2,6,4,0
903,2,7,6,5,6,5,6,0
904,2,5,4,0,7,4,6,4
905,7,2,2,2,5,2,5,5
906,5,0,3,4,5,4,3,7
907,3,2,7,6,7,0,1,3
908,0,5,2,2,4,3,2,4
909,0,3,2,5,1,3,0,2
910,6,6,1,5,6,4,5,3
911,6,3,6,3,6,7,7,6
912,5,6,4,5,7,0,4,0
913,0,5,5,7,1,7,5,2
914,6,7,5,0,4,0,7,3
915,0,1,6,0,4,3,4,7
916,1,7,3,3,3,2,3,7
917,5,7,2,1,5,6,0,6
918,6,6,0,3,7,3,4,0
919,7,6,4,1,0,3,1,1
920,2,1,1,5,2,2,0,1
921,7,7,0,5,3,6,3,5
922,3,0,2,7,1,4,2,5
923,4,0,6,4,7,2,6,1
924,4,3,0,4,7,3,4,0
925,4,1,5,2,1,3,4,5
926,2,7,4,7,5,7,5,2
927,2,3,0,6,5,3,2,3
928,6,3,5,5,7,3,5,2
929,1,0,3,3,0,7,0,0
930,1,0,0,6,5,3,5,7
931,6,2,4,6,6,5,0,6
932,7,1,5,5,5,0,0,6
933,3,3,3,7,6,5,2,1
934,5,3,5,0,7,3,0,7
935,0,0,6,0,2,7,2,7
936,2,0,7,3,3,0,2,1
937,2,4,0,1,3,0,1,5
938,5,5,5,7,4,7,5,6
939,1,3,0,4,4,1,7,1
940,6,3,1,0,0,5,5,0
941,0,7,6,3,1,2,1,5
942,3,1,5,6,0,1,6,3
943,4,4,0,4,6,7,7,6
944,3,2,3,7,7,4,2,6
945,2,1,4,0,6,0,4,5
946,4,2,4,7,6,4,2,2
947,6,5,3,6,4,0,3,2
948,4,6,0,1,2,7,5,6
949,0,0,1,5,5,6,0,5
950,6,4,7,7,0,7,3,4
951,7,7,5,2,0,0,3,2
952,7,1,3,6,1,5,2,7
953,6,0,5,5,4,6,5,0
954,5,3,5,7,1,3,2,4
955,5,0,6,7,4,5,4,3
956,2,5,4,7,1,4,5,5
957,5,5,5,6,5,3,3,0
958,3,4,1,2,4,2,4,3
959,3,3,1,7,4,7,4,0
960,7,6,7,1,4,2,4,3
961,6,5,4,3,3,1,1,3
962,7,2,1,3,1,1,6,0
963,5,1,1,2,2,3,7,1
964,2,2,0,3,4,3,6,1
965,3,7,0,0,5,4,2,4
966,6,3,2,0,4,4,0,6
967,7,6,7,2,7,0,5,7
968,6,4,0,0,7,5,0,0
969,7,0,5,3,6,5,2,6
970,0,2,4,3,0,0,4,1
971,4,3,5,1,5,3,1,0
972,6,2,3,2,0,3,5,7
973,2,1,0,7,1,7,7,7
974,3,5,0,3,6,6,2,5
975,3,2,3,4,6,0,4,6
976,4,0,2,7,7,6,5,5
977,1,7,6,0,7,1,0,3
978,3,6,1,7,3,4,0,6
979,2,2,3,3,2,4,2,4
980,1,0,2,2,1,7,2,0
981,2,6,4,7,2,3,6,6
982,0,1,0,5,5,7,5,1
983,3,1,6,3,5,0,7,2
984,2,5,2,5,1,1,0,4
985,2,5,2,6,1,0,0,2
986,7,0,3,5,5,2,3,7
987,2,4,5,0,6,4,2,5
988,7,5,2,0,2,0,5,4
989,1,5,3,2,1,5,6,0
990,6,6,4,7,4,4,2,1
991,5,5,0,2,5,2,5,0
992,7,2,4,0,6,1,0,2
993,1,4,2,0,2,6,0,0
994,7,3,1,7,2,5,4,6
995,5,3,7,5,4,3,5,7
996,3,3,3,7,7,1,7,4
997,4,1,7,3,1,2,6,3
998,4,0,5,7,7,7,3,0
999,6,2,0,2,3,3,2,3
1000,1,3,0,5,0,2,1,6
1001,0,5,2,5,0,2,5,2
1002,4,5,5,1,1,5,4,1
1003,4,6,1,5,0,5,1,7
1004,1,4,3,7,1,6,3,4
1005,6,4,7,5,6,2,2,5
1006,1,1,5,3,5,0,7,4
1007,2,0,3,4,4,7,4,5
1008,3,5,0,4,3,4,7,7
1009,6,1,7,3,0,3,2,0
1010,4,7,0,5,7,2,2,2
1011,7,7,4,0,7,0,1,5
1012,5,1,4,6,3,3,7,4
1013,4,3,4,4,7,1,5,7
1014,0,3,0,5,6,1,3,1
1015,7,7,4,5,1,0,1,2
1016,5,2,0,5,6,1,7,3
1017,7,1,4,2,1,7,2,7
1018,2,3,6,7,1,6,6,0
1019,7,3,5,6,3,2,7,3
1020,3,7,2,0,3,0,2,3
1021,1,0,2,5,4,2,7,2
1022,7,2,6,0,2,6,7,5
1023,3,5,1,1,2,6,7,4
1024,0,4,1,0,7,1,6,5
1025,4,7,6,6,2,1,4,0
1026,2,3,3,7,1,0,3,0
1027,5,5,0,4,4,2,4,3
1028,1,6,5,7,2,4,1,7
1029,1,0,5,4,5,7,0,4
1030,4,2,2,0,1,6,6,1
1031,2,3,3,0,0,5,6,1
1032,2,1,4,6,0,4,1,1
1033,3,3,4,4,3,6,3,5
1034,4,6,4,0,2,5,7,6
1035,4,6,7,0,7,5,5,7
1036,5,1,0,1,1,1,2,4
1037,5,1,2,7,3,2,0,7
1038,7,7,1,4,7,3,1,4
1039,3,5,7,3,7,0,7,7
1040,2,0,6,2,3,0,0,3
1041,6,5,0,4,5,6,1,4
1042,5,4,0,5,2,0,6,3
1043,2,1,6,1,6,4,5,0
1044,4,1,6,6,1,4,0,7
1045,2,0,4,1,6,0,3,3
1046,3,0,4,1,0,0,6,3
1047,7,7,3,2,7,3,7,4
1048,1,0,3,7,4,0,6,6
1049,5,0,1,2,1,5,1,1
1050,5,3,3,3,6,7,3,3
1051,3,7,1,6,2,2,7,4
1052,2,5,5,4,1,7,1,6
1053,4,1,5,1,5,7,4,0
1054,3,3,3,3,3,7,6,2
1055,5,5,0,6,4,5,6,5
1056,2,3,2,7,5,5,4,3
1057,0,7,7,1,2,7,5,0
1058,3,1,4,0,2,4,5,3
1059,4,7,3,7,1,4,4,3
1060,1,3,2,4,5,0,2,5
1061,1,1,2,4,2,5,2,6
1062,4,4,5,1,2,3,4,5
1063,4,3,7,2,2,6,5,3
1064,5,6,4,5,2,0,2,5
1065,0,0,2,3,0,2,3,6
1066,7,7,0,0,6,4,4,5
1067,6,5,2,3,4,6,6,6
1068,5,2,2,4,0,1,4,6
1069,0,4,6,6,1,1,0,3
1070,3,0,3,7,2,2,0,0
1071,7,4,0,3,6,5,2,1
1072,7,3,7,0,6,1,6,2
1073,6,2,6,4,7,4,2,2
1074,4,4,5,3,3,0,5,6
1075,1,0,4,7,2,5,1,1
1076,1,6,7,4,5,3,0,3
1077,3,6,2,7,0,5,6,2
1078,7,2,0,1,4,0,6,3
1079,4,0,5,5,3,2,2,1
1080,0,1,2,6,0,3,5,2
1081,6,3,6,6,0,0,7,0
1082,7,4,5,5,3,2,7,3
1083,3,0,5,3,0,0,7,4
1084,2,3,5,6,3,0,4,1
1085,6,5,7,7,2,2,6,4
1086,4,6,6,0,2,7,2,2
1087,5,0,2,7,4,5,6,3
1088,1,1,0,4,5,0,4,1
1089,5,0,6,5,3,4,5,6
1090,7,7,1,5,1,0,1,6
1091,5,3,2,3,3,1,6,4
1092,7,2,0,7,2,2,5,3
1093,4,3,4,3,4,6,1,7
1094,3,3,7,6,0,6,2,6
1095,6,1,1,3,7,4,0,1
1096,6,0,6,0,0,2,0,3
1097,6,2,7,6,7,6,4,2
1098,3,6,5,1,7,2,2,7
1099,4,2,3,2,3,0,1,1
1100,3,5,7,5,5,6,1,4
1101,6,3,1,1,5,2,2,5
1102,5,1,1,2,0,5,5,3
1103,4,3,7,0,4,0,1,5
1104,2,7,7,1,2,1,6,2
1105,4,7,5,1,2,7,6,3
1106,2,7,5,5,5,1,0,3
1107,5,1,6,4,7,6,4,0
1108,3,3,6,4,5,0,3,1
1109,1,3,5,4,3,7,6,6
1110,4,6,7,1,4,5,6,2
1111,4,5,0,0,5,2,5,0
1112,2,4,1,0,5,3,6,6
1113,2,7,7,3,1,0,6,1
1114,5,1,4,6,7,6,3,5
1115,4,5,0,3,7,2,2,0
1116,2,3,4,4,7,4,2,4
1117,6,1,1,2,1,2,6,6
1118,4,1,6,4,7,6,3,1
1119,2,6,7,2,6,5,7,5
1120,5,0,4,1,2,1,7,6
1121,7,5,4,6,1,3,5,3
1122,1,6,6,0,1,4,2,3
1123,4,6,3,2,1,5,1,4
1124,3,1,3,3,4,7,4,1
1125,6,3,1,3,0,6,7,5
1126,0,0,5,1,1,3,3,4
1127,2,1,3,2,1,6,6,5
1128,1,5,7,6,7,5,1,7
1129,1,0,7,7,2,0,4,5
1130,0,7,7,3,2,4,5,2
1131,3,4,2,3,4,7,7,3
1132,6,1,1,6,4,4,1,4
1133,5,4,7,6,2,2,6,5
1134,5,5,0,3,2,0,2,7
1135,1,2,1,4,0,3,2,4
1136,0,3,0,7,6,4,7,3
1137,4,7,6,1,5,7,7,7
1138,4,1,7,3,7,5,0,2
1139,4,3,5,2,5,1,7,1
1140,4,5,1,0,2,5,4,0
1141,4,6,5,3,0,5,2,3
1142,4,2,0,0,6,3,1,3
1143,6,0,2,4,4,3,2,6
1144,5,0,5,5,7,6,2,7
1145,3,6,2,1,3,7,4,2
1146,0,4,6,0,3,0,1,7
1147,0,2,2,0,4,0,1,2
1148,1,6,0,4,3,2,3,1
1149,6,4,0,5,1,0,0,4
1150,7,5,6,6,0,4,1,3
1151,0,5,6,1,1,3,5,4
1152,5,5,2,7,7,3,6,6
1153,2,0,6,4,4,0,7,1
1154,6,5,3,5,7,3,3,6
1155,7,5,2,7,4,7,3,3
1156,6,1,2,4,2,0,4,3
1157,1,4,2,5,7,7,3,3
1158,3,4,4,4,7,0,0,4
1159,0,3,7,5,3,3,5,6
1160,4,6,0,3,5,3,0,1
1161,0,0,0,1,6,4,7,3
1162,7,4,6,3,6,2,7,6
1163,4,1,0,4,4,6,5,6
1164,7,0,4,4,3,6,6,1
1165,6,6,3,5,0,4,2,4
1166,0,7,2,2,2,2,1,0
1167,5,0,1,5,5,2,4,0
1168,4,6,1,5,0,1,6,7
1169,4,3,5,5,1,7,2,6
1170,4,7,7,2,0,2,5,6
1171,3,0,4,7,1,2,7,7
1172,0,5,0,3,3,2,0,3
1173,5,6,5,1,6,4,1,0
1174,4,1,7,1,7,7,4,4
1175,2,2,4,4,5,7,6,0
1176,2,3,5,0,7,3,2,1
1177,5,4,7,0,1,3,1,5
1178,7,6,7,7,3,6,2,2
1179,2,7,7,5,7,3,1,7
1180,7,6,7,3,4,3,5,1
1181,3,3,6,4,3,2,0,7
1182,1,1,4,0,0,5,2,7
1183,1,6,5,3,3,0,5,1
1184,0,7,5,1,4,0,7,2
1185,5,3,5,5,6,2,2,7
1186,2,1,4,3,1,5,0,6
1187,5,0,3,0,1,5,7,1
1188,5,7,6,5,3,6,0,5
1189,1,1,0,6,7,6,2,5
1190,2,0,5,0,3,5,2,6
1191,2,2,3,7,7,0,7,4
1192,0,3,5,6,4,0,0,3
1193,4,4,2,1,7,3,4,0
1194,3,6,6,0,7,7,2,3
1195,7,0,3,1,5,0,1,3
1196,1,0,6,7,6,2,3,3
1197,1,0,7,5,1,7,6,1
1198,4,3,0,3,0,1,4,6
1199,6,6,1,4,5,0,0,5
1200,3,1,0,2,2,7,1,5
1201,4,7,2,5,0,2,1,5
1202,1,1,0,6,7,6,4,7
1203,1,0,4,5,1,6,6,4
1204,5,1,4,7,7,0,0,3
1205,2,7,4,0,3,1,6,6
1206,6,0,7,1,4,5,0,4
1207,0,6,1,7,7,4,7,5
1208,6,0,4,7,1,7,3,2
1209,0,5,5,4,7,2,1,3
1210,2,6,1,5,3,6,1,7
1211,1,4,3,2,4,6,5,1
1212,7,0,4,1,7,0,2,3
1213,3,0,3,1,6,6,0,5
1214,4,4,6,5,1,0,3,1
1215,4,4,0,4,4,5,2,5
1216,1,6,7,1,0,3,6,6
1217,7,3,0,3,4,6,4,5
1218,3,1,4,1,1,4,2,3
1219,0,6,7,7,0,5,1,3
1220,3,7,5,2,6,5,1,5
1221,6,5,4,3,0,3,1,0
1222,0,3,1,0,1,7,5,7
1223,4,1,2,7,1,1,0,4
1224,6,5,3,1,4,4,7,4
1225,3,2,4,0,3,3,1,6
1226,4,4,2,3,0,6,0,2
1227,5,6,4,0,2,6,3,2
1228,0,4,2,2,6,4,7,7
1229,7,6,0,7,3,3,6,6
1230,6,4,7,4,7,0,0,0
1231,3,6,6,5,1,5,4,3
1232,0,5,2,4,5,4,3,0
1233,6,0,3,1,0,7,2,1
1234,5,5,2,1,5,0,3,6
1235,2,2,0,3,5,0,2,6
1236,5,6,0,7,6,4,2,2
1237,6,1,1,1,3,1,1,6
1238,3,2,3,6,5,3,7,7
1239,6,1,3,1,7,0,5,3
1240,3,2,2,1,3,1,6,6
1241,5,4,3,5,2,3,2,1
1242,6,3,5,4,5,4,5,4
1243,7,6,2,0,4,2,3,2
1244,2,7,2,0,6,4,4,4
1245,2,3,3,5,2,3,3,4
1246,0,0,5,2,1,2,0,7
1247,5,7,4,2,2,7,5,6
1248,0,1,5,1,5,5,3,1
1249,4,1,7,3,3,4,2,4
1250,3,6,4,3,6,1,0,4
1251,2,0,1,1,0,2,6,6
1252,1,3,7,3,4,0,3,3
1253,2,5,6,2,0,3,4,0
1254,3,4,3,1,6,1,7,1
1255,7,3,6,7,4,6,6,0
1256,3,0,5,6,3,2,0,6
1257,1,2,7,2,5,4,6,3
1258,1,7,2,5,3,6,6,0
1259,6,5,2,5,6,4,3,3
1260,6,4,7,7,2,0,0,7
1261,0,5,0,7,3,7,3,2
1262,1,3,1,7,7,7,5,1
1263,6,3,3,7,4,7,4,2
1264,5,4,7,3,2,4,1,0
1265,0,3,1,4,6,3,2,1
1266,6,0,4,3,3,3,3,0
1267,7,1,7,1,6,5,3,7
1268,3,7,3,3,6,2,7,6
1269,4,6,1,2,7,7,7,1
1270,5,6,3,3,1,1,1,3
1271,0,7,3,2,5,2,2,5
1272,5,4,7,2,3,4,1,1
1273,0,3,7,0,5,7,3,0
1274,4,3,6,0,5,2,5,4
1275,0,1,4,1,7,3,4,7
1276,6,7,0,2,3,4,3,2
1277,2,2,6,4,3,7,6,2
1278,6,2,1,2,5,3,2,2
1279,3,0,2,0,4,2,2,7
1280,4,3,6,3,2,6,3,4
1281,1,0,2,6,0,1,1,1
1282,4,0,3,3,7,4,2,4
1283,2,5,2,5,0,4,6,5
1284,4,5,1,2,0,2,4,7
1285,5,3,0,6,6,7,0,1
1286,3,0,2,5,7,2,4,0
1287,3,1,6,5,2,5,3,1
1288,1,3,5,5,3,1,1,7
1289,3,2,7,5,1,5,6,4
1290,5,5,0,7,6,3,3,0
1291,5,0,2,0,6,0,1,5
1292,2,5,7,0,7,1,3,2
1293,3,5,5,5,4,1,0,6
1294,4,1,0,5,2,2,2,5
1295,4,4,6,1,6,5,4,0
1296,5,4,7,3,2,5,4,6
1297,3,2,5,6,1,7,1,3
1298,6,7,3,2,5,5,7,0
1299,2,3,5,5,7,1,7,7
1300,3,0,0,5,1,2,3,2
1301,4,1,7,6,4,2,1,4
1302,1,2,3,4,2,2,7,6
1303,3,5,5,6,1,1,7,3
1304,1,1,5,2,7,6,5,7
1305,2,4,1,4,7,6,6,2
1306,6,7,2,7,3,2,7,5
1307,1,7,2,2,1,3,3,5
1308,5,5,4,7,4,4,7,4
1309,3,6,4,0,3,1,4,7
1310,5,7,6,7,0,3,5,2
1311,7,4,3,0,1,7,1,5
1312,6,4,1,3,0,2,1,6
1313,2,3,6,6,2,1,7,1
1314,1,6,2,0,6,1,3,2
1315,7,3,0,1,1,4,6,1
1316,6,4,4,5,3,0,5,1
1317,4,3,1,4,5,0,3,2
1318,6,2,7,1,6,5,1,5
1319,5,5,5,0,4,7,0,0
1320,0,1,5,0,6,5,0,6
1321,4,5,6,0,5,1,6,2
1322,0,1,3,0,5,1,1,6
1323,1,0,4,1,5,6,3,6
1324,1,7,5,1,6,2,2,7
1325,0,0,0,4,7,7,3,4
1326,4,1,5,5,0,0,0,4
1327,7,3,0,5,6,4,7,1
1328,1,5,2,2,2,4,1,3
1329,2,5,5,3,1,3,5,2
1330,4,5,0,1,7,7,7,1
1331,5,5,0,7,7,0,3,7
1332,5,6,5,1,3,2,4,6
1333,4,5,1,1,7,0,1,4
1334,6,4,5,3,3,4,5,3
1335,5,2,7,5,6,4,0,4
1336,4,0,7,5,7,2,6,0
1337,5,6,7,3,0,1,6,4
1338,3,7,0,4,2,3,1,5
1339,4,6,1,6,1,7,5,1
1340,7,3,5,7,2,3,4,4
1341,7,2,6,2,7,5,6,5
1342,7,5,1,0,6,7,5,3
1343,7,3,1,5,4,5,2,7
1344,1,2,2,7,1,1,1,5
1345,3,7,3,5,2,4,4,1
1346,1,7,2,5,0,5,3,1
1347,0,4,1,7,0,3,6,7
1348,0,2,2,7,2,7,6,2
1349,4,2,2,5,2,2,5,1
1350,4,2,6,0,2,6,5,6
1351,3,1,0,2,0,7,1,4
1352,6,3,1,7,4,5,6,6
1353,1,2,1,7,2,7,2,6
1354,3,5,3,0,2,0,5,5
1355,1,5,5,5,7,6,0,1
1356,7,2,7,6,4,2,6,6
1357,0,0,0,1,2,4,4,4
1358,5,7,5,5,5,0,7,1
1359,0,2,4,1,7,2,6,4
1360,0,2,1,3,4,1,2,3
1361,1,2,7,7,4,1,5,2
1362,3,1,0,0,3,3,1,4
1363,1,1,1,4,6,1,6,2
1364,6,1,6,1,1,0,0,7
1365,0,1,3,4,2,3,6,0
1366,7,6,7,6,7,3,0,4
1367,7,7,1,7,5,2,7,7
1368,4,7,2,5,2,3,6,1
1369,0,3,1,7,7,5,1,2
1370,5,0,7,4,4,4,6,3
1371,2,0,0,0,3,3,1,1
1372,0,6,5,4,6,2,3,0
1373,2,3,0,3,5,7,7,0
1374,0,1,7,3,6,2,7,4
1375,0,7,0,0,7,2,2,3
1376,6,1,6,7,3,1,2,4
1377,7,4,6,4,4,5,7,1
1378,2,2,4,1,5,7,5,2
1379,5,0,2,1,6,1,5,7
1380,3,1,1,1,1,6,1,0
1381,2,5,5,6,5,0,7,5
1382,4,4,1,5,0,2,5,3
1383,4,3,4,1,5,5,6,6
1384,0,5,6,3,5,3,7,1
1385,0,5,1,4,4,1,0,4
1386,7,6,5,6,4,5,7,7
1387,4,1,6,3,2,6,7,0
1388,5,7,5,4,0,3,4,1
1389,7,0,1,6,4,0,4,6
1390,1,1,0,6,0,6,3,1
1391,0,3,4,3,4,6,1,7
1392,4,2,5,1,1,1,7,4
1393,6,2,0,1,4,0,6,2
1394,0,2,1,4,0,4,5,5
1395,3,6,5,3,3,6,3,5
1396,6,7,5,6,6,4,5,3
1397,6,6,3,4,7,2,5,6
1398,4,6,3,1,2,0,0,1
1399,3,6,4,0,4,2,2,2
1400,2,0,6,0,5,7,2,1
1401,5,6,4,0,7,0,3,1
1402,2,3,0,6,5,6,6,7
1403,5,3,3,7,2,0,6,7
1404,2,4,3,3,4,0,6,4
1405,0,3,2,5,6,1,6,6
1406,4,6,7,7,2,3,4,6
1407,5,6,7,5,5,4,0,6
1408,7,1,6,0,4,7,6,6
1409,1,7,1,5,4,3,3,0
1410,4,7,0,7,3,6,7,1
1411,3,4,4,6,3,0,1,4
1412,5,4,5,0,7,2,0,7
1413,4,1,6,3,0,7,5,2
1414,4,4,0,3,1,2,1,2
1415,6,6,0,4,6,4,6,2
1416,6,0,1,7,4,1,3,7
1417,7,7,4,2,1,7,1,5
1418,4,7,7,0,1,4,5,4
1419,2,7,3,7,1,7,1,4
1420,4,0,6,1,3,0,3,4
1421,5,6,1,6,6,0,2,4
1422,2,4,7,5,5,0,7,1
1423,0,5,4,5,1,2,5,6
1424,3,7,6,3,5,2,1,5
1425,1,6,0,4,3,0,3,5
1426,4,6,7,6,3,7,7,7
1427,0,2,3,7,2,3,3,5
1428,1,6,1,3,2,1,4,1
1429,4,2,0,3,0,0,6,7
1430,7,4,4,1,0,0,5,5
1431,3,5,6,0,6,3,0,6
1432,4,1,3,1,5,5,7,6
1433,0,1,6,5,5,5,1,3
1434,6,6,3,3,0,2,6,3
1435,5,6,3,5,4,5,7,6
1436,6,6,2,3,7,1,2,2
1437,6,5,0,5,5,4,6,1
1438,6,1,2,6,3,4,7,6
1439,5,5,0,2,5,4,2,5
1440,3,4,3,2,5,6,1,2
1441,4,7,6,4,7,5,7,0
1442,4,3,6,3,3,1,0,0
1443,6,5,7,7,4,1,4,1
1444,0,4,4,7,5,7,6,3
1445,4,5,7,4,7,1,3,1
1446,7,1,7,3,7,4,7,1
1447,7,7,1,6,4,5,7,0
1448,7,1,2,2,3,7,0,5
1449,6,7,0,3,3,4,3,4
1450,5,4,7,4,5,7,2,4
1451,6,5,5,4,4,6,4,3
1452,3,7,4,6,5,3,7,1
1453,3,6,4,1,1,1,2,3
1454,1,5,1,7,7,3,4,3
1455,3,4,4,0,6,0,2,3
1456,6,3,3,7,4,0,4,2
1457,5,1,4,7,5,0,3,6
1458,7,0,4,5,7,6,3,7
1459,2,2,0,4,2,5,0,7
1460,3,4,5,6,6,4,2,4
1461,2,3,5,5,6,2,3,5
1462,0,7,7,5,4,6,4,7
1463,6,5,7,4,7,0,3,0
1464,0,6,4,6,5,7,6,0
1465,7,0,3,7,7,5,7,2
1466,6,5,0,3,2,3,4,3
1467,3,0,5,7,5,3,3,1
1468,5,1,3,7,5,5,4,4
1469,3,3,6,0,3,2,2,0
1470,5,3,6,4,6,3,2,0
1471,3,0,0,2,3,7,7,3
1472,1,7,3,7,1,2,4,6
1473,2,0,0,0,1,3,0,3
1474,3,4,5,6,5,3,1,7
1475,0,0,6,1,4,1,0,3
1476,7,6,0,3,5,7,2,4
1477,1,2,2,2,6,5,4,0
1478,0,1,7,2,5,3,3,5
1479,5,0,4,4,5,3,7,4
1480,5,0,6,1,7,4,7,7
1481,5,5,6,4,0,7,6,3
1482,4,5,1,0,4,0,4,2
1483,0,7,5,6,4,5,1,1
1484,0,4,1,5,7,6,1,5
1485,1,5,4,3,4,3,7,5
1486,3,1,3,3,7,7,2,7
1487,4,6,6,1,5,0,6,0
1488,4,6,7,3,5,5,7,6
1489,6,4,7,6,3,6,5,4
1490,5,5,6,1,3,2,6,7
1491,4,3,1,0,6,7,0,5
1492,6,1,3,2,0,0,3,0
1493,5,3,1,6,7,0,2,3
1494,3,1,5,4,7,1,7,0
1495,2,4,0,2,6,1,1,6
1496,1,0,3,1,2,7,1,7
1497,2,5,3,6,7,6,6,5
1498,1,5,4,2,0,0,7,7
1499,1,2,7,0,3,0,6,3
1500,7,5,4,2,4,5,6,2
1501,1,6,7,6,3,4,6,6
1502,1,7,2,7,1,6,0,0
1503,0,7,0,3,7,0,2,4
1504,1,3,1,0,5,2,2,6
1505,7,4,1,2,0,4,5,6
1506,1,0,7,4,1,5,4,3
1507,0,0,5,4,1,3,3,3
1508,4,0,4,4,7,1,4,5
1509,5,6,7,0,1,1,2,1
1510,7,4,4,2,4,6,5,3
1511,3,3,5,5,6,2,2,0
1512,7,5,1,4,3,3,4,0
